path,target,prediction
./export/test/0_1ain8y8s_t1634.1805502828086_c1.wav,1,1
./export/test/0_1ain8y8s_t1770.1493518598224_c1.wav,1,1
./export/test/0_1ain8y8s_t2475.96075300815_c1.wav,1,1
./export/test/0_29pyqdm4_t1073.1269153674525_c1.wav,1,1
./export/test/0_29pyqdm4_t1093.5665432087444_c1.wav,1,1
./export/test/0_29pyqdm4_t1373.7752594329972_c1.wav,1,1
./export/test/0_29pyqdm4_t1934.0068770829464_c1.wav,1,1
./export/test/0_481y9w9f_t189.0522553142296_c1.wav,1,1
./export/test/0_481y9w9f_t192.8930460542477_c1.wav,1,1
./export/test/0_481y9w9f_t247.85902908917504_c1.wav,1,1
./export/test/0_481y9w9f_t313.62190164882014_c1.wav,1,1
./export/test/0_481y9w9f_t370.8070082224245_c1.wav,1,1
./export/test/0_481y9w9f_t465.8879167642086_c1.wav,1,1
./export/test/0_481y9w9f_t517.8239426597881_c1.wav,1,1
./export/test/0_481y9w9f_t545.3922850825857_c1.wav,1,1
./export/test/0_481y9w9f_t718.825324720741_c1.wav,1,1
./export/test/0_481y9w9f_t813.0527242091879_c1.wav,1,1
./export/test/0_481y9w9f_t900.0252967442668_c1.wav,1,1
./export/test/0_481y9w9f_t909.6699490469792_c1.wav,1,1
./export/test/0_481y9w9f_t940.73767858846_c1.wav,1,1
./export/test/0_481y9w9f_t956.3568942645338_c1.wav,1,1
./export/test/0_481y9w9f_t970.8665481712692_c1.wav,1,1
./export/test/0_481y9w9f_t1248.2569905059177_c1.wav,1,1
./export/test/0_481y9w9f_t1330.876666868976_c1.wav,1,1
./export/test/0_481y9w9f_t1334.8454839669948_c1.wav,1,1
./export/test/0_481y9w9f_t1343.2098726897011_c1.wav,1,1
./export/test/0_481y9w9f_t1421.1779247120708_c1.wav,1,1
./export/test/0_481y9w9f_t1448.2341617028658_c1.wav,1,1
./export/test/0_481y9w9f_t1474.3515387349894_c1.wav,1,1
./export/test/0_481y9w9f_t1499.231327639774_c1.wav,1,1
./export/test/0_481y9w9f_t1503.4561974537944_c1.wav,1,1
./export/test/0_481y9w9f_t1521.5932648372136_c1.wav,1,1
./export/test/0_481y9w9f_t1686.7472666579963_c1.wav,1,1
./export/test/0_481y9w9f_t1696.2212171500414_c1.wav,1,1
./export/test/0_481y9w9f_t1734.117019118221_c1.wav,1,1
./export/test/0_481y9w9f_t1888.55948231962_c1.wav,1,1
./export/test/0_481y9w9f_t2025.1209308536004_c1.wav,1,1
./export/test/0_481y9w9f_t2064.467698212453_c1.wav,1,1
./export/test/0_481y9w9f_t2155.83584237222_c1.wav,1,1
./export/test/0_481y9w9f_t2392.385876504676_c1.wav,1,1
./export/test/0_481y9w9f_t2443.553744252251_c1.wav,1,1
./export/test/0_481y9w9f_t2468.2201558937013_c1.wav,1,1
./export/test/0_481y9w9f_t2527.2247885855563_c1.wav,1,1
./export/test/0_481y9w9f_t2566.672425196168_c1.wav,1,1
./export/test/0_481y9w9f_t2585.4496243695903_c1.wav,1,1
./export/test/0_481y9w9f_t2592.235021343623_c1.wav,1,1
./export/test/0_481y9w9f_t2716.2925622462103_c1.wav,1,1
./export/test/0_481y9w9f_t3067.682239505209_c1.wav,1,1
./export/test/0_481y9w9f_t3898.4026011184815_c1.wav,1,1
./export/test/0_65vjppl2_t816.2017783103654_c1.wav,1,1
./export/test/0_65vjppl2_t876.550518873577_c1.wav,1,1
./export/test/0_65vjppl2_t948.6361078490114_c1.wav,1,1
./export/test/0_65vjppl2_t1005.6985308568004_c1.wav,1,1
./export/test/0_65vjppl2_t1028.5320359496704_c1.wav,1,1
./export/test/0_65vjppl2_t1632.6596333133612_c1.wav,1,1
./export/test/0_65vjppl2_t1867.225883762732_c1.wav,1,1
./export/test/0_65vjppl2_t1872.13402037148_c1.wav,1,1
./export/test/0_65vjppl2_t1910.502844817256_c1.wav,1,1
./export/test/0_65vjppl2_t1954.377318154584_c1.wav,1,1
./export/test/0_65vjppl2_t2186.5961989215098_c1.wav,1,1
./export/test/0_65vjppl2_t2235.1227321749548_c1.wav,1,1
./export/test/0_65vjppl2_t2456.757109646496_c1.wav,1,1
./export/test/0_65vjppl2_t2488.8093756740564_c1.wav,1,1
./export/test/0_65vjppl2_t2675.5319640503294_c1.wav,1,1
./export/test/0_6xvr5trs_t352.26445773877936_c1.wav,1,1
./export/test/0_6xvr5trs_t1040.8744681113508_c1.wav,1,1
./export/test/0_6xvr5trs_t1088.2897591881358_c1.wav,1,1
./export/test/0_6xvr5trs_t1182.5655269546692_c1.wav,1,1
./export/test/0_6xvr5trs_t1202.8802691261808_c1.wav,1,1
./export/test/0_6xvr5trs_t1267.0253478736229_c1.wav,1,1
./export/test/0_6xvr5trs_t1342.7361726892996_c1.wav,1,1
./export/test/0_6xvr5trs_t1376.1103919710692_c1.wav,1,1
./export/test/0_6xvr5trs_t1395.6996076364553_c1.wav,1,1
./export/test/0_6xvr5trs_t1427.665451935746_c1.wav,1,1
./export/test/0_6xvr5trs_t1439.8286904207898_c1.wav,1,1
./export/test/0_6xvr5trs_t1614.2111200695244_c1.wav,1,1
./export/test/0_6xvr5trs_t1625.734188107987_c1.wav,1,1
./export/test/0_6xvr5trs_t1754.62183801968_c1.wav,1,1
./export/test/0_6xvr5trs_t1839.977897563848_c1.wav,1,1
./export/test/0_6xvr5trs_t1861.4449465392047_c1.wav,1,1
./export/test/0_6xvr5trs_t1869.6391282554453_c1.wav,1,1
./export/test/0_6xvr5trs_t2004.202956126826_c1.wav,1,1
./export/test/0_6xvr5trs_t2084.3949740685707_c1.wav,1,1
./export/test/0_6xvr5trs_t2137.955901432536_c1.wav,1,1
./export/test/0_6xvr5trs_t2289.676297272294_c1.wav,1,1
./export/test/0_6xvr5trs_t2558.8466310448266_c1.wav,1,1
./export/test/0_6xvr5trs_t2664.688144879594_c1.wav,1,1
./export/test/0_6xvr5trs_t2724.309352471195_c1.wav,1,1
./export/test/0_6xvr5trs_t2893.015604160242_c1.wav,1,1
./export/test/0_6xvr5trs_t2910.300206217936_c1.wav,1,1
./export/test/0_6xvr5trs_t2958.3556677413026_c1.wav,1,1
./export/test/0_8jn08o8f_t492.68466183772216_c1.wav,1,1
./export/test/0_8jn08o8f_t611.6053420474683_c1.wav,1,1
./export/test/0_8jn08o8f_t1287.9667107404_c1.wav,1,1
./export/test/0_8jn08o8f_t1296.4676812397688_c1.wav,1,1
./export/test/0_8jn08o8f_t1434.480705030064_c1.wav,1,1
./export/test/0_8jn08o8f_t1447.4412010372985_c1.wav,1,1
./export/test/0_8jn08o8f_t1547.7340715735647_c1.wav,1,1
./export/test/0_8jn08o8f_t1575.5596526070171_c1.wav,1,1
./export/test/0_8jn08o8f_t1864.0816622877728_c1.wav,1,1
./export/test/0_8jn08o8f_t1881.7804041471136_c1.wav,1,1
./export/test/0_8jn08o8f_t1989.1806434615405_c1.wav,1,1
./export/test/0_8jn08o8f_t2086.3146834297363_c1.wav,1,1
./export/test/0_8jn08o8f_t2701.705976819819_c1.wav,1,1
./export/test/0_a5xfv1bj_t1630.0450251132406_c1.wav,1,1
./export/test/0_a5xfv1bj_t1653.8599944535174_c1.wav,1,1
./export/test/0_a5xfv1bj_t1745.5775018231493_c1.wav,1,1
./export/test/0_a5xfv1bj_t1901.2710648219472_c1.wav,1,1
./export/test/0_a5xfv1bj_t2050.1786419334626_c1.wav,1,1
./export/test/0_a5xfv1bj_t2260.672241908812_c1.wav,1,1
./export/test/0_a5xfv1bj_t2284.529890405612_c1.wav,1,1
./export/test/0_a5xfv1bj_t2363.7850840702968_c1.wav,1,1
./export/test/0_a5xfv1bj_t2373.601290070769_c1.wav,1,1
./export/test/0_a5xfv1bj_t2376.802226810053_c1.wav,1,1
./export/test/0_a5xfv1bj_t2419.054591768609_c1.wav,1,1
./export/test/0_a5xfv1bj_t2478.5920151193004_c1.wav,1,1
./export/test/0_a5xfv1bj_t2566.9805482800766_c1.wav,1,1
./export/test/0_a5xfv1bj_t2588.9176347333064_c1.wav,1,0
./export/test/0_afqcuyqe_t201.27365394633952_c1.wav,1,1
./export/test/0_afqcuyqe_t225.01576778904024_c1.wav,1,1
./export/test/0_afqcuyqe_t251.49914330829543_c1.wav,1,1
./export/test/0_afqcuyqe_t673.3746691237993_c1.wav,1,1
./export/test/0_afqcuyqe_t1055.10697309959_c1.wav,1,1
./export/test/0_by13cx05_t440.8121135265701_c1.wav,1,1
./export/test/0_by13cx05_t840.5261473429953_c1.wav,1,1
./export/test/0_by13cx05_t892.634927536232_c1.wav,1,1
./export/test/0_by13cx05_t896.2624838969405_c1.wav,1,1
./export/test/0_by13cx05_t931.044347826087_c1.wav,1,1
./export/test/0_by13cx05_t948.670004025765_c1.wav,1,1
./export/test/0_by13cx05_t1012.7177123590984_c1.wav,1,1
./export/test/0_by13cx05_t1052.50347020934_c1.wav,1,1
./export/test/0_by13cx05_t1136.1506521739132_c1.wav,1,1
./export/test/0_by13cx05_t1143.0216706924316_c1.wav,1,1
./export/test/0_by13cx05_t1272.973542673108_c1.wav,1,1
./export/test/0_by13cx05_t1297.5128945249598_c1.wav,1,1
./export/test/0_by13cx05_t1478.5919726247987_c1.wav,1,1
./export/test/0_by13cx05_t1496.0042431562_c1.wav,1,1
./export/test/0_by13cx05_t1515.678401771337_c1.wav,1,1
./export/test/0_by13cx05_t1524.3845370370373_c1.wav,1,1
./export/test/0_by13cx05_t1563.0073429951692_c1.wav,1,1
./export/test/0_by13cx05_t1571.1586755233495_c1.wav,1,1
./export/test/0_by13cx05_t1592.625273752013_c1.wav,1,1
./export/test/0_by13cx05_t1633.5526449275364_c1.wav,1,1
./export/test/0_by13cx05_t1752.280430756844_c1.wav,1,1
./export/test/0_by13cx05_t1785.099146537842_c1.wav,1,1
./export/test/0_by13cx05_t1896.486465378422_c1.wav,1,1
./export/test/0_by13cx05_t2007.70307568438_c1.wav,1,1
./export/test/0_by13cx05_t3082.355978260869_c1.wav,1,1
./export/test/0_by13cx05_t3176.245672302738_c1.wav,1,1
./export/test/0_by13cx05_t3219.648317230274_c1.wav,1,1
./export/test/0_by13cx05_t3254.643566827697_c1.wav,1,1
./export/test/0_cskpvky9_t1001.113404763495_c1.wav,1,1
./export/test/0_cskpvky9_t1364.9983838592004_c1.wav,1,0
./export/test/0_cskpvky9_t1389.4339129035438_c1.wav,1,1
./export/test/0_cskpvky9_t1853.894786259712_c1.wav,1,1
./export/test/0_cskpvky9_t1968.500204800387_c1.wav,1,1
./export/test/0_cskpvky9_t2016.813798348138_c1.wav,1,1
./export/test/0_cskpvky9_t2243.2837681032206_c1.wav,1,1
./export/test/0_cskpvky9_t2339.5393121714324_c1.wav,1,1
./export/test/0_cskpvky9_t2447.4551562208803_c1.wav,1,1
./export/test/0_ddxiz4zn_t575.8434531959227_c1.wav,1,1
./export/test/0_ddxiz4zn_t712.9327781044095_c1.wav,1,1
./export/test/0_ddxiz4zn_t725.4381243678549_c1.wav,1,1
./export/test/0_ddxiz4zn_t785.5747553753449_c1.wav,1,1
./export/test/0_ddxiz4zn_t811.18297297967_c1.wav,1,1
./export/test/0_ddxiz4zn_t832.010989964521_c1.wav,1,1
./export/test/0_ddxiz4zn_t836.1083047812131_c1.wav,1,1
./export/test/0_ddxiz4zn_t903.799359981979_c1.wav,1,1
./export/test/0_ddxiz4zn_t948.2722978881568_c1.wav,1,1
./export/test/0_ddxiz4zn_t1005.7200660471927_c1.wav,1,1
./export/test/0_ddxiz4zn_t1057.4059852452556_c1.wav,1,1
./export/test/0_ddxiz4zn_t1132.5234235512758_c1.wav,1,1
./export/test/0_ddxiz4zn_t1180.1547082953202_c1.wav,1,1
./export/test/0_ddxiz4zn_t1187.1542877738357_c1.wav,1,1
./export/test/0_ddxiz4zn_t1251.7723568620827_c1.wav,1,1
./export/test/0_ddxiz4zn_t1471.1494210058006_c1.wav,1,1
./export/test/0_ddxiz4zn_t1480.197657892662_c1.wav,1,1
./export/test/0_ddxiz4zn_t1564.6194152615872_c1.wav,1,1
./export/test/0_ddxiz4zn_t1573.881053961818_c1.wav,1,1
./export/test/0_ddxiz4zn_t1797.0993507461849_c1.wav,1,1
./export/test/0_ddxiz4zn_t1829.8351889170467_c1.wav,1,1
./export/test/0_ddxiz4zn_t1863.4673147040603_c1.wav,1,1
./export/test/0_ddxiz4zn_t1873.2411177563768_c1.wav,1,1
./export/test/0_ddxiz4zn_t1911.0559190854312_c1.wav,1,1
./export/test/0_ddxiz4zn_t1915.3239553528183_c1.wav,1,1
./export/test/0_ddxiz4zn_t2055.4435860111507_c1.wav,1,1
./export/test/0_ddxiz4zn_t2089.866940060041_c1.wav,1,1
./export/test/0_ddxiz4zn_t2147.1636853973087_c1.wav,1,1
./export/test/0_ddxiz4zn_t2180.283646832236_c1.wav,1,1
./export/test/0_ddxiz4zn_t2276.058380672411_c1.wav,1,1
./export/test/0_ddxiz4zn_t2334.231714996903_c1.wav,1,1
./export/test/0_ddxiz4zn_t2383.783616061272_c1.wav,1,1
./export/test/0_ddxiz4zn_t2448.657767325562_c1.wav,1,1
./export/test/0_dtowqqoh_t422.8377485825665_c1.wav,1,1
./export/test/0_dtowqqoh_t553.6563708643184_c1.wav,1,1
./export/test/0_dtowqqoh_t761.5446289292476_c1.wav,1,1
./export/test/0_dtowqqoh_t2029.6862308636464_c1.wav,1,1
./export/test/0_dtowqqoh_t2037.2120180829809_c1.wav,1,1
./export/test/0_dtowqqoh_t2188.471050096256_c1.wav,1,1
./export/test/0_dtowqqoh_t2243.149146128082_c1.wav,1,1
./export/test/0_dtowqqoh_t2249.3741800008643_c1.wav,1,1
./export/test/0_dtowqqoh_t2304.6097417526407_c1.wav,1,1
./export/test/0_dtowqqoh_t2308.883645605596_c1.wav,1,1
./export/test/0_dtowqqoh_t2394.0829898047205_c1.wav,1,1
./export/test/0_dzl6vpsx_t833.2791554025488_c1.wav,1,1
./export/test/0_dzl6vpsx_t847.2339993960259_c1.wav,1,1
./export/test/0_dzl6vpsx_t1796.5047938636228_c1.wav,1,1
./export/test/0_dzl6vpsx_t1896.7492236516275_c1.wav,1,1
./export/test/0_dzl6vpsx_t1913.3072648426648_c1.wav,1,1
./export/test/0_dzl6vpsx_t1936.736039620704_c1.wav,1,1
./export/test/0_dzl6vpsx_t1975.6986468563143_c1.wav,1,1
./export/test/0_dzl6vpsx_t2094.2508077550283_c1.wav,1,1
./export/test/0_dzl6vpsx_t2122.0751450141934_c1.wav,1,1
./export/test/0_dzl6vpsx_t2132.829336715589_c1.wav,1,1
./export/test/0_dzl6vpsx_t2199.530930482576_c1.wav,1,1
./export/test/0_dzl6vpsx_t2218.7348442350667_c1.wav,1,1
./export/test/0_dzl6vpsx_t2244.766816210666_c1.wav,1,1
./export/test/0_dzl6vpsx_t2393.490459382738_c1.wav,1,1
./export/test/0_dzl6vpsx_t2508.713941897687_c1.wav,1,1
./export/test/0_dzl6vpsx_t2586.1270520021744_c1.wav,1,1
./export/test/0_dzl6vpsx_t2626.668647701878_c1.wav,1,1
./export/test/0_dzl6vpsx_t2636.3132799420187_c1.wav,1,1
./export/test/0_dzl6vpsx_t2695.24795748022_c1.wav,1,1
./export/test/0_dzl6vpsx_t2934.358021380685_c1.wav,1,1
./export/test/0_dzl6vpsx_t2956.5918859696803_c1.wav,1,1
./export/test/0_dzl6vpsx_t2962.0970079120616_c1.wav,1,1
./export/test/0_dzl6vpsx_t3038.528584646977_c1.wav,1,1
./export/test/0_dzl6vpsx_t3067.121078456242_c1.wav,1,1
./export/test/0_dzl6vpsx_t3072.412823579152_c1.wav,1,1
./export/test/0_dzl6vpsx_t3082.91096309718_c1.wav,1,1
./export/test/0_dzl6vpsx_t3635.428899438304_c1.wav,1,1
./export/test/0_dzl6vpsx_t3656.211801654889_c1.wav,1,1
./export/test/0_dzl6vpsx_t3716.725467657184_c1.wav,1,1
./export/test/0_f4jwzl1g_t181.93552429934817_c1.wav,1,1
./export/test/0_f4jwzl1g_t475.900312329822_c1.wav,1,1
./export/test/0_f4jwzl1g_t479.5279265839727_c1.wav,1,1
./export/test/0_f4jwzl1g_t1012.6165106851124_c1.wav,1,1
./export/test/0_f4jwzl1g_t1178.6758878957066_c1.wav,1,1
./export/test/0_f4jwzl1g_t1205.349522117403_c1.wav,1,1
./export/test/0_f4jwzl1g_t1323.4390355436983_c1.wav,1,1
./export/test/0_f4jwzl1g_t1420.6590975549382_c1.wav,1,1
./export/test/0_f4jwzl1g_t1528.0791572925548_c1.wav,1,1
./export/test/0_f4jwzl1g_t1598.5402294525884_c1.wav,1,1
./export/test/0_f4jwzl1g_t1634.8163719940958_c1.wav,1,1
./export/test/0_f4jwzl1g_t1646.5100932368878_c1.wav,1,1
./export/test/0_f4jwzl1g_t1830.451474829708_c1.wav,1,1
./export/test/0_f4jwzl1g_t1866.172805779404_c1.wav,1,1
./export/test/0_f4jwzl1g_t1874.92175780412_c1.wav,1,1
./export/test/0_f4jwzl1g_t1984.4330304647167_c1.wav,1,1
./export/test/0_f4jwzl1g_t2066.6305016822976_c1.wav,1,1
./export/test/0_f4jwzl1g_t2284.031290042813_c1.wav,1,1
./export/test/0_f4jwzl1g_t2319.2404872154534_c1.wav,1,1
./export/test/0_f4jwzl1g_t2324.745925318812_c1.wav,1,1
./export/test/0_f4jwzl1g_t2330.3793968664336_c1.wav,1,1
./export/test/0_f4jwzl1g_t2355.5166297569604_c1.wav,1,1
./export/test/0_f4jwzl1g_t2508.6446290968765_c1.wav,1,1
./export/test/0_f4jwzl1g_t2882.5449641629307_c1.wav,1,1
./export/test/0_f4jwzl1g_t2893.342451295873_c1.wav,1,1
./export/test/0_fyuz7avc_t134.48632142160886_c1.wav,1,1
./export/test/0_fyuz7avc_t821.0866083340022_c1.wav,1,1
./export/test/0_fyuz7avc_t840.5046678691431_c1.wav,1,1
./export/test/0_fyuz7avc_t959.28930478626_c1.wav,1,1
./export/test/0_fyuz7avc_t2052.4145653637656_c1.wav,1,1
./export/test/0_fyuz7avc_t2100.634531386436_c1.wav,1,1
./export/test/0_fyuz7avc_t2304.384792441764_c1.wav,1,1
./export/test/0_fyuz7avc_t2410.4872995667915_c1.wav,1,1
./export/test/0_gmomiux2_t607.5613985761104_c1.wav,1,1
./export/test/0_gmomiux2_t702.5195407390665_c1.wav,1,1
./export/test/0_gmomiux2_t708.8358576110295_c1.wav,1,1
./export/test/0_gmomiux2_t1299.710229856481_c1.wav,1,1
./export/test/0_gmomiux2_t1314.7754991524466_c1.wav,1,1
./export/test/0_gmomiux2_t1320.7930713074927_c1.wav,1,1
./export/test/0_gmomiux2_t1384.5964072776585_c1.wav,1,1
./export/test/0_gmomiux2_t1399.0215093230877_c1.wav,1,1
./export/test/0_gmomiux2_t1598.3269133235394_c1.wav,1,1
./export/test/0_gmomiux2_t1702.5888195276302_c1.wav,1,1
./export/test/0_gmomiux2_t1814.404699288056_c1.wav,1,1
./export/test/0_gmomiux2_t1870.3553169849704_c1.wav,1,1
./export/test/0_gmomiux2_t1880.726026443666_c1.wav,1,1
./export/test/0_gmomiux2_t1898.906776358911_c1.wav,1,1
./export/test/0_gmomiux2_t1909.106774550797_c1.wav,1,1
./export/test/0_gmomiux2_t1995.102575206238_c1.wav,1,1
./export/test/0_gmomiux2_t2111.698370437338_c1.wav,1,1
./export/test/0_gmomiux2_t2255.0104789241723_c1.wav,1,1
./export/test/0_gmomiux2_t2269.777003503221_c1.wav,1,1
./export/test/0_gmomiux2_t2280.830558029156_c1.wav,1,1
./export/test/0_gmomiux2_t2545.6890884845748_c1.wav,1,1
./export/test/0_gmomiux2_t2592.677364673975_c1.wav,1,1
./export/test/0_gmomiux2_t2599.164392812747_c1.wav,1,1
./export/test/0_gmomiux2_t2634.117524692055_c1.wav,1,1
./export/test/0_gmomiux2_t2666.424631935812_c1.wav,1,1
./export/test/0_gmomiux2_t2887.325011187705_c1.wav,1,1
./export/test/0_gmomiux2_t2920.6137082156174_c1.wav,1,1
./export/test/0_gmomiux2_t2962.2245795005083_c1.wav,1,1
./export/test/0_gsmf4wm8_t1332.169601626669_c1.wav,1,1
./export/test/0_gsmf4wm8_t1556.7798407220128_c1.wav,1,1
./export/test/0_gsmf4wm8_t2263.728085186077_c1.wav,1,1
./export/test/0_gsmf4wm8_t2290.529382953867_c1.wav,1,1
./export/test/0_gsmf4wm8_t2607.5784930126374_c1.wav,1,1
./export/test/0_gsmf4wm8_t2770.5201409066185_c1.wav,1,1
./export/test/0_gsmf4wm8_t2778.458104895168_c1.wav,1,1
./export/test/0_gsmf4wm8_t2848.448755116783_c1.wav,1,1
./export/test/0_gsmf4wm8_t2982.88201621318_c1.wav,1,1
./export/test/0_gsmf4wm8_t3024.0655390569964_c1.wav,1,1
./export/test/0_gsmf4wm8_t3152.6520202263423_c1.wav,1,1
./export/test/0_gzf88zns_t501.09638746713233_c1.wav,1,1
./export/test/0_gzf88zns_t548.8970819533931_c1.wav,1,1
./export/test/0_gzf88zns_t571.0475823447944_c1.wav,1,1
./export/test/0_gzf88zns_t651.241783183798_c1.wav,1,1
./export/test/0_gzf88zns_t683.080460046968_c1.wav,1,1
./export/test/0_gzf88zns_t721.8758451255494_c1.wav,1,1
./export/test/0_gzf88zns_t773.0055165492463_c1.wav,1,1
./export/test/0_gzf88zns_t1457.921181830955_c1.wav,1,1
./export/test/0_gzf88zns_t1565.0886317014915_c1.wav,1,1
./export/test/0_gzf88zns_t2284.233008570683_c1.wav,1,1
./export/test/0_gzf88zns_t2395.412302442745_c1.wav,1,1
./export/test/0_gzf88zns_t2707.098438008069_c1.wav,1,1
./export/test/0_gzf88zns_t2798.7733413620763_c1.wav,1,1
./export/test/0_gzf88zns_t2808.80295136589_c1.wav,1,1
./export/test/0_h26cxkcg_t236.53838007407464_c1.wav,1,1
./export/test/0_h26cxkcg_t953.539538055878_c1.wav,1,1
./export/test/0_h26cxkcg_t1143.392711536385_c1.wav,1,1
./export/test/0_h26cxkcg_t1445.3832867252222_c1.wav,1,1
./export/test/0_h26cxkcg_t1517.7105172388387_c1.wav,1,1
./export/test/0_h26cxkcg_t1732.5553734530167_c1.wav,1,1
./export/test/0_h26cxkcg_t2242.701581224715_c1.wav,1,1
./export/test/0_h9qlm9rr_t125.13727492192116_c1.wav,1,1
./export/test/0_h9qlm9rr_t172.08509293492023_c1.wav,1,0
./export/test/0_h9qlm9rr_t235.16588841056807_c1.wav,1,1
./export/test/0_h9qlm9rr_t303.19754469485946_c1.wav,1,1
./export/test/0_h9qlm9rr_t524.3644473706423_c1.wav,1,1
./export/test/0_h9qlm9rr_t619.1136800877858_c1.wav,1,1
./export/test/0_h9qlm9rr_t637.8928072929856_c1.wav,1,1
./export/test/0_h9qlm9rr_t725.386468135393_c1.wav,1,1
./export/test/0_h9qlm9rr_t737.336821811429_c1.wav,1,1
./export/test/0_h9qlm9rr_t772.1208869756056_c1.wav,1,1
./export/test/0_h9qlm9rr_t844.719285557525_c1.wav,1,1
./export/test/0_h9qlm9rr_t979.0327249092596_c1.wav,1,1
./export/test/0_h9qlm9rr_t987.4833321515996_c1.wav,1,1
./export/test/0_h9qlm9rr_t1191.962419515489_c1.wav,1,0
./export/test/0_h9qlm9rr_t1277.1086894572463_c1.wav,1,1
./export/test/0_h9qlm9rr_t1322.9895116063135_c1.wav,1,1
./export/test/0_h9qlm9rr_t1351.755720097915_c1.wav,1,0
./export/test/0_h9qlm9rr_t1419.3178982020763_c1.wav,1,1
./export/test/0_h9qlm9rr_t1756.7019903773107_c1.wav,1,1
./export/test/0_h9qlm9rr_t1873.8154564024649_c1.wav,1,1
./export/test/0_h9qlm9rr_t1891.9970659238627_c1.wav,1,0
./export/test/0_h9qlm9rr_t1906.4228500042204_c1.wav,1,1
./export/test/0_h9qlm9rr_t1918.4158835148137_c1.wav,1,1
./export/test/0_h9qlm9rr_t1921.2327525955936_c1.wav,1,1
./export/test/0_h9qlm9rr_t1967.6257327593485_c1.wav,1,1
./export/test/0_h9qlm9rr_t1994.599388199544_c1.wav,1,1
./export/test/0_h9qlm9rr_t2180.5127475310205_c1.wav,1,1
./export/test/0_h9qlm9rr_t2284.992982527222_c1.wav,1,1
./export/test/0_h9qlm9rr_t2368.3040195830167_c1.wav,1,1
./export/test/0_h9qlm9rr_t2406.2463925044312_c1.wav,1,1
./export/test/0_h9qlm9rr_t2540.645191525281_c1.wav,1,1
./export/test/0_h9qlm9rr_t2578.800963619481_c1.wav,1,1
./export/test/0_h9qlm9rr_t2599.9701615598888_c1.wav,1,1
./export/test/0_h9qlm9rr_t2629.888725584536_c1.wav,1,1
./export/test/0_j2ci426w_t532.5158251380664_c1.wav,1,1
./export/test/0_j2ci426w_t583.5608621553886_c1.wav,1,1
./export/test/0_j2ci426w_t588.2129600106462_c1.wav,1,1
./export/test/0_j2ci426w_t613.9488775034932_c1.wav,1,1
./export/test/0_j2ci426w_t667.5547023310488_c1.wav,1,1
./export/test/0_j2ci426w_t712.4965284006477_c1.wav,1,1
./export/test/0_j2ci426w_t764.9499987135981_c1.wav,1,1
./export/test/0_j2ci426w_t798.0268412624482_c1.wav,1,1
./export/test/0_j2ci426w_t839.6396431787432_c1.wav,1,1
./export/test/0_j2ci426w_t927.3039458824052_c1.wav,1,1
./export/test/0_j2ci426w_t933.5778760174776_c1.wav,1,1
./export/test/0_j2ci426w_t1028.412384589793_c1.wav,1,1
./export/test/0_j2ci426w_t1041.6004418124958_c1.wav,1,1
